Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Current_Age,Kilometers_Per_Year
3491,Mahindra Quanto C4,Hyderabad,2012,90049,0,0,1,17.21,1493.0,88.8,7.0,3.8,11,8186.272727272727
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,0,1,1,16.55,1968.0,88.8,5.0,18.5,11,6727.454545454545
3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,1,1,1,12.37,2359.0,198.25,5.0,6.0,10,4100.0
3494,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,0,0,1,22.32,1582.0,126.32,5.0,5.5,11,7607.090909090909
3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,1,0,1,18.9,998.0,67.1,5.0,2.3,13,7000.0
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,0,0,1,24.52,1248.0,88.5,7.0,8.7,7,7142.857142857143
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,0,0,1,24.4,1120.0,71.01,5.0,4.95,8,7250.0
3498,Maruti Swift VDI,Jaipur,2012,80000,0,0,1,22.9,1248.0,88.8,5.0,4.25,11,7272.727272727273
3499,Mahindra XUV500 W6 2WD,Kochi,2017,41290,0,0,2,16.0,2179.0,88.8,7.0,10.94,6,6881.666666666667
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,0,1,1,22.48,1995.0,88.8,5.0,21.26,10,6500.0
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,1,0,2,14.28,1798.0,138.03,5.0,11.5,7,2353.0
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,0,0,2,22.54,1396.0,88.73,5.0,6.0,8,6792.375
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,1,0,1,18.15,1198.0,88.8,6.0,4.1,7,3432.1428571428573
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,1,0,1,24.7,796.0,47.3,5.0,2.01,10,2402.7
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,1,0,1,15.7,1172.0,88.8,5.0,2.6,13,4559.2307692307695
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,1,0,1,18.9,998.0,67.1,5.0,2.35,11,3636.3636363636365
3507,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,0,0,2,9.5,2835.0,118.6,6.0,9.15,11,14142.363636363636
3508,Honda Brio EX MT,Chennai,2013,42320,1,0,1,19.4,1198.0,86.8,5.0,2.9,10,4232.0
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,0,0,2,22.54,1396.0,88.73,5.0,9.18,6,4025.5
3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,1,1,1,13.0,1591.0,121.3,5.0,11.45,7,3857.1428571428573
3512,Honda Amaze S i-VTEC,Kochi,2017,61795,1,0,1,17.8,1198.0,86.7,5.0,5.53,6,10299.166666666666
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,1,0,1,18.15,1198.0,88.8,6.0,3.75,7,1928.5714285714287
3514,Honda City i-VTEC CVT VX,Pune,2018,4500,1,1,1,18.0,1497.0,117.3,5.0,12.5,5,900.0
3515,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,0,1,1,16.0,2179.0,88.8,7.0,15.5,6,3833.3333333333335
3517,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,0,1,2,14.84,2143.0,88.8,5.0,14.5,10,8057.8
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,0,1,1,19.6,1461.0,108.45,5.0,12.46,6,7107.666666666667
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,1,0,2,16.47,1198.0,88.8,5.0,5.25,9,3333.3333333333335
3520,BMW 5 Series 520d Sedan,Delhi,2012,90000,0,1,1,18.48,1497.0,88.8,5.0,14.5,11,8181.818181818182
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,0,1,2,13.5,2987.0,88.8,5.0,25.0,14,7000.0
3522,Hyundai Santro GLS II - Euro II,Kochi,2012,66400,1,0,1,0.0,1497.0,88.8,5.0,2.66,11,6036.363636363636
3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,0,1,1,12.9,2993.0,271.23,4.0,45.0,11,4545.454545454545
3524,Maruti Swift VDI,Jaipur,2015,63310,0,0,1,28.4,1248.0,88.8,5.0,5.1,8,7913.75
3525,Honda Amaze S i-Dtech,Delhi,2014,66000,0,0,1,25.8,1498.0,98.6,5.0,3.5,9,7333.333333333333
3526,BMW 3 Series 320d Highline,Ahmedabad,2011,74000,0,1,2,16.07,1995.0,88.8,5.0,12.5,12,6166.666666666667
3527,Hyundai Verna 1.4 EX,Hyderabad,2012,93000,0,0,1,23.5,1396.0,88.7,5.0,5.55,11,8454.545454545454
3528,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,0,1,1,11.5,2982.0,88.8,7.0,19.48,8,8750.0
3529,Maruti Swift VXI,Ahmedabad,2012,48772,1,0,1,18.6,1197.0,85.8,5.0,3.91,11,4433.818181818182
3530,Chevrolet Beat LS,Chennai,2010,66000,1,0,1,18.6,1199.0,79.4,5.0,2.19,13,5076.923076923077
3531,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,1,1,1,18.9,1197.0,88.8,5.0,6.89,6,4569.5
3532,Ford Figo Petrol ZXI,Coimbatore,2011,51593,1,0,2,15.6,1196.0,88.8,5.0,3.47,12,4299.416666666667
3534,Maruti Swift VXI BSIII,Pune,2010,75000,1,0,1,16.1,1298.0,88.2,5.0,2.85,13,5769.2307692307695
3535,Audi A4 35 TDI Premium,Coimbatore,2016,39237,0,1,1,17.11,1968.0,174.33,5.0,25.64,7,5605.285714285715
3536,Honda City V MT,Kochi,2018,11966,1,0,1,16.8,1497.0,116.3,5.0,10.28,5,2393.2
3537,Honda Jazz V,Hyderabad,2015,37000,1,0,1,18.2,1199.0,88.7,5.0,6.3,8,4625.0
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,0,0,1,20.14,1498.0,88.8,5.0,4.75,9,7880.0
3539,Nissan Terrano XL D Option,Hyderabad,2013,65280,0,0,1,19.87,1461.0,83.14,5.0,5.8,10,6528.0
3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,0,1,1,12.51,2179.0,187.7,7.0,44.5,7,8857.142857142857
3541,Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,1,0,1,18.5,1197.0,82.9,5.0,4.65,9,4947.222222222223
3542,Honda City 1.5 E MT,Jaipur,2009,86863,1,0,1,17.0,1497.0,88.8,5.0,3.6,14,6204.5
3543,Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,0,0,1,16.0,2179.0,88.8,7.0,12.25,8,12828.25
3544,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,0,0,1,16.3,1956.0,88.8,5.0,20.0,6,7500.0
3545,Mahindra XUV500 W10 AWD,Jaipur,2017,22000,0,0,1,16.0,2179.0,88.8,7.0,16.0,6,3666.6666666666665
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,0,1,2,11.79,2179.0,88.8,8.0,6.21,12,9075.416666666666
3547,Datsun GO Plus T,Kolkata,2016,12800,1,0,1,19.44,1198.0,88.8,7.0,3.25,7,1828.5714285714287
3548,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,0,0,1,15.4,2179.0,88.8,7.0,9.75,7,4571.428571428572
3549,Honda Amaze S AT i-Vtech,Mumbai,2014,39000,1,1,1,15.5,1198.0,86.7,5.0,4.45,9,4333.333333333333
3550,Honda City i-DTEC ZX,Pune,2017,42000,0,0,1,25.6,1498.0,98.6,5.0,12.0,6,7000.0
3551,Tata Indigo GLE,Chennai,2008,73000,1,0,1,14.4,1396.0,88.8,5.0,0.8,15,4866.666666666667
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,0,0,1,24.0,1186.0,73.97,5.0,5.95,5,9600.0
3554,Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,1,0,1,17.43,1396.0,105.5,5.0,5.25,9,2111.1111111111113
3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,0,0,1,13.68,2393.0,147.8,7.0,22.2,4,8399.5
3556,BMW X1 sDrive20d,Jaipur,2012,63000,0,1,1,17.05,1995.0,88.8,5.0,13.5,11,5727.272727272727
3557,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,0,1,1,16.96,1968.0,138.03,5.0,13.5,8,6000.0
3558,Ford Figo Diesel ZXI,Delhi,2014,66000,0,0,1,20.0,1399.0,68.05,5.0,3.47,9,7333.333333333333
3559,Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,0,1,2,11.18,2696.0,88.8,7.0,9.5,10,8000.0
3560,Volkswagen Vento Petrol Highline,Chennai,2011,37000,1,0,1,15.04,1598.0,103.6,5.0,4.8,12,3083.3333333333335
3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,1,0,1,15.0,1598.0,103.52,5.0,6.54,7,5008.285714285715
3562,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,1,0,1,16.47,1198.0,73.9,5.0,3.1,11,4727.272727272727
3563,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,0,0,1,23.65,1248.0,88.5,5.0,7.99,8,7664.125
3564,Toyota Corolla Altis G,Kolkata,2009,45000,1,0,2,14.53,1798.0,138.1,5.0,3.3,14,3214.285714285714
3565,Maruti Ertiga ZDI,Bangalore,2015,74000,0,0,1,20.77,1248.0,88.8,7.0,8.75,8,9250.0
3566,Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,1,1,1,19.2,1197.0,88.8,5.0,4.19,10,8900.0
3567,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,0,1,1,17.9,2143.0,88.8,5.0,30.77,4,3353.5
3568,Honda City ZX VTEC,Jaipur,2006,95000,1,0,2,16.9,1497.0,88.8,5.0,2.11,17,5588.235294117647
3569,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,1,0,1,18.15,1198.0,88.8,6.0,6.25,5,3180.0
3570,Toyota Fortuner 3.0 Diesel,Delhi,2011,151000,0,0,1,11.5,2982.0,88.8,7.0,11.4,12,12583.333333333334
3571,Honda City 1.5 V MT,Bangalore,2011,65000,1,0,1,17.0,1497.0,88.8,5.0,5.2,12,5416.666666666667
3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,0,1,1,18.53,1968.0,187.74,5.0,39.84,6,6137.333333333333
3573,Ford Figo Diesel ZXI,Coimbatore,2013,65287,0,0,1,20.0,1399.0,68.05,5.0,4.45,10,6528.7
3574,Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,0,1,1,17.9,2143.0,88.8,5.0,19.5,9,5777.777777777777
3575,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,1,0,1,15.26,1150.0,74.9,5.0,1.75,16,2062.5
3576,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,0,0,1,25.83,1498.0,88.8,5.0,5.1,7,10142.857142857143
3577,Hyundai Elantra CRDi SX AT,Delhi,2013,71000,0,1,1,22.7,1582.0,126.2,5.0,6.8,10,7100.0
3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,1,1,1,21.4,1197.0,83.1,5.0,5.74,7,2857.1428571428573
3579,Maruti Swift LXi BSIV,Hyderabad,2010,71000,1,0,1,16.1,1197.0,88.8,5.0,3.3,13,5461.538461538462
3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,0,1,1,9.9,3498.0,271.72,4.0,32.0,13,2230.769230769231
3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,0,1,1,21.76,1995.0,88.8,5.0,35.0,7,3857.1428571428573
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,0,1,1,28.4,1248.0,73.75,5.0,8.9,6,3166.6666666666665
3583,Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,1,0,2,17.01,1591.0,121.3,5.0,4.0,12,4833.333333333333
3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,0,0,1,17.1,1956.0,88.8,5.0,19.46,5,8440.6
3585,Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,0,1,1,11.4,1991.0,88.8,5.0,5.25,14,6714.285714285715
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,0,0,1,21.5,1497.0,108.5,5.0,9.22,5,980.0
3588,Hyundai EON Era Plus,Jaipur,2013,70000,1,0,1,21.1,814.0,55.2,5.0,1.8,10,7000.0
3590,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,0,1,1,14.69,2993.0,88.8,5.0,31.75,8,8158.25
3591,Maruti Ertiga VDI,Delhi,2014,54569,0,0,1,20.77,1248.0,88.76,7.0,5.99,9,6063.222222222223
3592,Honda Amaze E i-Vtech,Kochi,2015,51361,1,0,1,18.0,1198.0,86.7,5.0,4.94,8,6420.125
3593,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,1,0,3,16.6,1388.0,88.8,5.0,1.5,16,7812.5
3594,Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,1,0,3,13.5,1799.0,88.8,5.0,3.25,15,4400.0
3596,Maruti Ertiga ZDI,Delhi,2014,22281,0,0,1,20.77,1248.0,88.8,7.0,6.5,9,2475.6666666666665
3597,Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,0,0,1,24.0,1120.0,88.8,5.0,3.71,10,6321.0
3598,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,1,0,1,20.14,1197.0,81.86,5.0,5.0,5,6200.0
3599,Hyundai i10 Era,Ahmedabad,2008,60000,1,0,1,19.81,1086.0,68.05,5.0,1.99,15,4000.0
3600,Honda Amaze S i-Vtech,Mumbai,2017,32006,1,0,1,18.0,1198.0,86.7,5.0,4.25,6,5334.333333333333
3601,Audi A6 2.7 TDI,Ahmedabad,2009,78000,0,1,1,12.4,2698.0,179.5,5.0,8.0,14,5571.428571428572
3602,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,1,0,1,20.36,1197.0,78.9,5.0,2.95,12,790.75
3603,Renault KWID RXT Optional,Pune,2018,5000,1,0,1,25.17,799.0,53.3,5.0,3.5,5,1000.0
3604,Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,0,1,2,15.2,1968.0,140.8,5.0,16.0,11,5454.545454545455
3605,Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,1,0,1,22.74,796.0,47.3,5.0,2.75,8,6250.0
3606,Honda City i VTEC VX Option,Delhi,2015,53000,1,0,1,17.8,1497.0,117.3,5.0,6.95,8,6625.0
3607,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,1,1,2,11.74,1796.0,88.8,5.0,12.5,12,5333.333333333333
3608,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,0,1,1,13.22,2967.0,241.4,5.0,36.83,6,7304.5
3609,Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,1,0,1,16.2,1199.0,88.8,5.0,2.7,12,3035.9166666666665
3610,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,0,0,1,21.38,1396.0,88.7,5.0,9.9,6,5833.333333333333
3611,Honda City 1.5 V MT,Kochi,2011,94832,1,0,1,17.0,1497.0,88.8,5.0,3.83,12,7902.666666666667
3612,Honda City 1.5 S MT,Coimbatore,2012,88381,1,0,1,17.0,1497.0,88.8,5.0,5.25,11,8034.636363636364
3613,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,0,0,1,22.7,1598.0,88.8,5.0,7.75,7,6456.285714285715
3614,Maruti SX4 Vxi BSIV,Mumbai,2010,66000,1,0,2,16.51,1586.0,103.2,5.0,2.46,13,5076.923076923077
3615,Maruti Swift Dzire VDI,Kolkata,2014,38578,0,0,1,23.4,1248.0,88.8,5.0,3.96,9,4286.444444444444
3616,Maruti Ertiga ZDI,Chennai,2015,40000,0,0,1,20.77,1248.0,88.8,7.0,8.25,8,5000.0
3617,Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,1,0,1,18.6,1197.0,81.83,5.0,7.58,5,4126.4
3618,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,0,0,1,24.0,1120.0,88.8,5.0,3.99,9,8115.777777777777
3619,Honda City i VTEC SV,Delhi,2014,54257,1,0,1,17.4,1497.0,117.3,5.0,6.25,9,6028.555555555556
3620,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,0,0,1,20.5,1598.0,103.5,5.0,5.0,10,9300.0
3621,Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,0,1,2,11.0,2987.0,198.5,5.0,4.65,18,5666.666666666667
3622,Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,0,1,1,13.01,2199.0,194.3,7.0,21.37,7,4125.857142857143
3623,Maruti Alto LXi,Hyderabad,2007,52195,1,0,1,19.7,796.0,46.3,5.0,1.75,16,3262.1875
3624,ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,0,0,1,12.4,2499.0,88.8,5.0,16.09,5,4084.4
3625,Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,0,0,1,24.8,1396.0,88.7,5.0,4.1,11,3454.5454545454545
3626,Ford Figo Diesel ZXI,Coimbatore,2015,92885,0,0,1,20.0,1399.0,88.8,5.0,3.56,8,11610.625
3627,Honda City 1.5 S MT,Pune,2010,43000,1,0,2,17.0,1497.0,88.8,5.0,4.21,13,3307.6923076923076
3629,Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,0,0,1,23.9,1582.0,126.2,5.0,6.6,8,7125.0
3630,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,1,1,1,13.0,1591.0,121.3,5.0,14.35,5,6486.8
3631,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,0,0,1,22.7,1498.0,89.84,5.0,9.5,6,5333.333333333333
3632,BMW X6 xDrive30d,Delhi,2011,59000,0,1,1,11.2,2993.0,88.8,4.0,21.9,12,4916.666666666667
3633,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,76467,0,1,1,18.12,1995.0,88.8,5.0,30.45,7,10923.857142857143
3634,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,0,0,1,25.83,1498.0,88.8,5.0,5.1,7,14285.714285714286
3635,Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,1,1,1,17.0,1591.0,121.3,5.0,5.44,10,3708.6
3636,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,0,0,1,13.8,1399.0,88.8,5.0,1.6,13,10384.615384615385
3637,Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,0,1,1,17.68,1968.0,174.33,5.0,16.67,9,6095.777777777777
3639,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,1,1,1,15.0,1396.0,98.6,5.0,3.85,11,5109.090909090909
3640,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,0,0,1,14.24,2755.0,174.5,7.0,10.64,12,14083.833333333334
3641,Renault KWID RXT,Bangalore,2016,20229,1,0,1,25.17,799.0,53.3,5.0,3.5,7,2889.8571428571427
3642,Chevrolet Spark 1.0 LT,Chennai,2008,62000,1,0,3,18.0,995.0,88.8,5.0,1.1,15,4133.333333333333
3643,Hyundai Verna Transform VTVT,Hyderabad,2011,51500,1,0,2,16.2,1599.0,103.2,5.0,2.6,12,4291.666666666667
3644,BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,0,1,1,18.88,1995.0,88.8,5.0,18.5,11,6272.727272727273
3646,Maruti Swift Dzire VDI,Hyderabad,2015,62476,0,0,1,26.59,1248.0,88.8,5.0,7.95,8,7809.5
3647,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,0,0,1,25.4,1186.0,73.97,5.0,5.49,6,10083.333333333334
3648,Honda Jazz V CVT,Mumbai,2017,17978,1,1,1,19.0,1199.0,88.7,5.0,6.95,6,2996.3333333333335
3649,Tata Indigo LS,Jaipur,2008,300000,0,0,1,17.0,1405.0,88.8,5.0,1.0,15,20000.0
3650,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,0,0,2,17.8,1399.0,88.8,5.0,4.45,10,12300.0
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,0,0,1,25.1,1248.0,88.5,5.0,6.99,7,6470.857142857143
3652,Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,1,0,1,15.6,1586.0,104.68,5.0,3.51,15,5155.0
3653,Maruti Baleno Zeta Automatic,Kochi,2018,25858,1,1,1,21.4,1197.0,83.1,5.0,7.54,5,5171.6
3654,Maruti Ritz LDi,Bangalore,2016,120000,0,0,1,23.2,1248.0,73.94,5.0,3.65,7,17142.85714285714
3655,Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,0,1,1,19.5,1582.0,126.24,5.0,16.0,7,3142.8571428571427
3656,Chevrolet Spark 1.0 LT,Kolkata,2012,11000,1,0,1,16.2,995.0,62.1,5.0,1.4,11,1000.0
3657,Hyundai i20 1.2 Spotz,Mumbai,2017,3900,1,0,1,18.6,1197.0,81.83,5.0,6.45,6,650.0
3658,Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,0,0,1,24.4,1120.0,88.8,5.0,4.4,7,15156.0
3659,Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,1,1,1,19.0,1199.0,88.7,5.0,5.95,8,3375.0
3660,Honda Brio S MT,Ahmedabad,2013,11000,1,0,1,19.4,1198.0,86.8,5.0,3.9,10,1100.0
3661,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,0,1,1,13.0,2143.0,201.1,5.0,35.28,7,5679.0
3662,Tata Hexa XT,Pune,2017,39800,0,0,1,17.6,2179.0,153.86,7.0,14.25,6,6633.333333333333
3663,Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,0,0,1,24.4,1120.0,88.8,5.0,4.5,6,12166.666666666666
3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,0,0,1,22.7,1498.0,89.84,5.0,7.5,8,6875.0
3665,Tata Nano XTA,Coimbatore,2017,18351,1,1,1,21.9,624.0,37.48,4.0,3.41,6,3058.5
3666,Honda Brio VX,Pune,2013,45000,1,0,2,19.4,1198.0,86.8,5.0,3.25,10,4500.0
3667,Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,0,0,1,24.52,1248.0,88.5,7.0,8.3,7,16028.57142857143
3668,Hyundai i10 Sportz 1.2,Bangalore,2010,29000,1,0,1,20.36,1197.0,78.9,5.0,3.45,13,2230.769230769231
3670,Mahindra XUV500 W10 2WD,Mumbai,2015,53392,0,0,1,16.0,2179.0,88.8,7.0,11.95,8,6674.0
3671,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,0,0,1,20.54,1598.0,103.6,5.0,4.25,13,5461.538461538462
3672,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,0,0,1,14.0,2179.0,138.1,7.0,8.25,9,10333.333333333334
3673,Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,1,0,1,10.2,2354.0,88.8,5.0,5.95,13,9153.846153846154
3674,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,1,0,1,15.1,1196.0,88.8,7.0,4.3,7,6032.142857142857
3675,Maruti Swift VDI,Ahmedabad,2012,65000,0,0,1,22.9,1248.0,88.8,5.0,3.9,11,5909.090909090909
3676,Maruti Baleno Zeta Automatic,Pune,2016,27809,1,1,1,21.4,1197.0,83.1,5.0,6.41,7,3972.714285714286
3677,Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,0,0,1,15.1,2179.0,88.8,7.0,8.36,8,8137.5
3678,Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,1,0,1,19.1,1197.0,88.8,5.0,3.85,9,5666.666666666667
3679,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,0,1,1,19.27,2143.0,167.62,5.0,36.0,6,1666.6666666666667
3680,Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,1,0,1,13.14,1798.0,88.8,5.0,7.5,12,4574.583333333333
3681,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,0,0,1,20.14,1498.0,88.73,5.0,5.7,8,10096.0
3682,Maruti Ignis 1.2 Delta,Kochi,2019,12076,1,0,1,20.89,1197.0,81.8,5.0,5.5,4,3019.0
3683,Maruti Swift VDI BSIV,Chennai,2016,49000,0,0,1,25.2,1248.0,88.8,5.0,5.9,7,7000.0
3684,Honda City i VTEC VX Option,Mumbai,2015,42366,1,0,1,17.8,1497.0,117.3,5.0,7.75,8,5295.75
3685,BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,0,1,1,11.5,2993.0,88.8,5.0,18.0,13,5230.7692307692305
3686,Skoda Laura Ambiente,Hyderabad,2008,122397,0,0,1,17.5,1896.0,88.8,5.0,4.4,15,8159.8
3687,Volkswagen Polo GT TSI,Coimbatore,2017,50534,1,1,1,17.21,1197.0,103.5,5.0,8.27,6,8422.333333333334
3688,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,0,0,1,19.87,1461.0,83.8,5.0,4.75,9,6144.444444444444
3689,Honda City 1.5 S AT,Hyderabad,2008,73095,1,1,1,16.8,1497.0,88.8,5.0,3.8,15,4873.0
3690,Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,0,0,1,20.54,1598.0,103.6,5.0,3.4,12,4258.333333333333
3691,Hyundai Grand i10 Sportz,Pune,2016,13436,1,0,2,18.9,1197.0,88.8,5.0,4.7,7,1919.4285714285713
3692,Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,1,0,2,16.6,1388.0,88.8,5.0,1.49,15,5066.666666666667
3693,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,0,0,2,24.4,1120.0,88.8,5.0,4.5,7,9020.142857142857
3694,Honda Amaze VX i-DTEC,Hyderabad,2014,74885,0,0,1,25.8,1498.0,98.6,5.0,5.4,9,8320.555555555555
3695,Honda City i VTEC CVT VX,Hyderabad,2016,14000,1,1,1,18.0,1497.0,117.3,5.0,11.5,7,2000.0
3696,Renault Fluence 1.5,Pune,2012,56000,0,0,2,20.4,1461.0,108.5,5.0,3.5,11,5090.909090909091
3697,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,0,1,1,22.48,1995.0,88.8,5.0,16.5,13,3538.4615384615386
3698,Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,1,0,1,15.5,1586.0,103.3,5.0,3.9,11,4709.090909090909
3699,Honda City ZX CVT,Hyderabad,2007,81000,1,1,1,16.4,1497.0,88.8,5.0,3.25,16,5062.5
3700,Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,1,0,1,17.0,1198.0,73.75,5.0,5.84,5,3474.0
3701,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,1,0,1,17.0,1198.0,73.75,5.0,5.75,7,2636.5714285714284
3702,Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,0,1,1,16.55,1968.0,88.8,5.0,10.0,13,4538.461538461538
